Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat,,nfactor ,min_bound,avg_bound,max_bound
502,1045,370,79.3042816,30.73301435,7.667942584,12.4777799,53.03732057,22.44047847,106.1852627,82.14736842,1237.229245,66,9.9,14.6,61.5,1663.993552,91,1.38477234,2,6.4,10.16,42,0.689444753,75,82872.97427,39288.5472,122161.5215,6472.6,,6.193875598,13376,16026,20691
503,1058,343,78.48321875,30.59357278,7.666068053,12.49291115,53.04300567,22.67362949,114.3087238,82.32986767,1395.68066,66,9.9,14.6,61.5,1662.993552,91,1.38477234,2,6.4,10.16,42,1,75,83035.24544,39207.89225,122243.1377,6019.3,,5.689319471,10833.92,12977.12,16758.72
504,1050,353,81.95365589,30.09142857,7.657142857,12.52102857,53.10666667,22.47752381,101.5756203,82.61619048,1433.594788,66,10,14.6,61.5,1661.993552,91,0.78053294,2,6.4,10.16,42,0.988517762,75,86051.33869,35856.19396,121907.5326,6807.1,,6.482952381,13440,16080,21000
505,1062,321,80.24841542,30.16949153,7.651694915,12.50491525,53.1059322,22.34077213,114.5258114,82.72881356,1747.736589,65,10,14.6,61.5,1113.815974,91,0.78053294,2,6.4,10.16,42,1,75,85223.81718,36762.78545,121986.6026,5920.7,,5.575047081,10874.88,13001.76,16992
506,1064,333,76.00044425,29.9962406,7.665037594,12.52295113,53.16729323,21.53167293,122.6926234,82.96240602,1747.736589,65,10,14.54,61.5,1433.594788,91,0.78053294,2,6.4,10.16,45,0.732871895,76,80864.47268,40856.64358,121721.1163,6148.3,,5.778477444,10895.36,13048.96,17024
507,1084,302,76.0931596,29.65590406,7.667527675,12.54134686,53.17112546,21.78782288,129.7612919,83.15405904,1747.736589,65,10,14.54,61.5,1563.352542,91,0.78053294,2,6.4,10.16,45,1,76,82484.98501,39187.91014,121672.8952,5595.7,,5.162084871,11100.16,13298.56,17344
508,1086,322,72.17739915,29.67587477,7.670626151,12.5221547,53.1160221,22.35,132.6320501,83.22375691,1483.184743,65,10,14.54,61.5,1747.736589,91,1.247698493,2,6.4,10.16,45,1,76,78384.65548,42707.52012,121092.1756,7141,,6.575506446,13900.8,16660.6,21720
509,1073,343,72.15854762,29.94967381,7.678751165,12.49686859,53.09599254,22.86542404,128.4322205,83.26095061,1483.184743,65,10,14.54,61.5,1797.919894,91,1.247698493,2,6.4,10.16,45,1,76,77426.12159,44052.25164,121478.3732,6961,,6.487418453,13734.4,16478.6,21460
510,1061,355,73.4204925,30.01225259,7.663524976,12.51515551,53.1470311,22.68972667,123.1902732,83.44109331,1483.184743,65,10,14.48,61.5,1796.919894,91,1.247698493,2,6.4,10.16,45,1.001244399,76,77899.14254,43732.54698,121631.6895,6263,,5.902921772,10864.64,13009.6,16976
511,1068,350,70.33796995,30.07771536,7.66741573,12.5161236,53.11001873,22.18249064,133.1570299,83.58333333,1022.800963,65,10,14.48,61.5,1795.919894,91,1.247698493,2,6.4,10.16,45,1,76,75120.95191,46604.96048,121725.9124,5532.3,,5.18005618,10936.32,13102.08,17088
512,1073,336,74.04125254,30,7.673252563,12.53204101,53.1444548,22.30167754,128.2785544,83.72879776,1496.009694,65,10,14.54,61.5,1794.919894,92,1.020410904,2,6.4,10.16,45,0.450697721,76,79446.26397,43101.59429,122547.8583,5687.6,,5.300652377,10987.52,13173.44,17168
513,1070,337,71.85586172,30.1317757,7.68682243,12.51183178,53.17990654,22.52364486,134.987554,83.80373832,1816.015627,65,10,14.54,61.5,1557.352542,92,1.020410904,2,6.5,10.16,45,1,76,76885.77204,45490.8057,122376.5777,6587.6,,6.156635514,13910,16449.8,21400
514,1046,354,80.40973611,29.76290631,7.682982792,12.51824092,53.21128107,22.64435946,108.1831453,84.00478011,1513.017158,65,10,14.54,61.5,1556.352542,92,1.020410904,2,6.5,10.16,44.5,0.472272928,76,84108.58397,38296.83345,122405.4174,6786.4,,6.487954111,13598,16072.8,20920
515,1050,356,81.15470759,29.95047619,7.664285714,12.5028,53.26857143,22.12247619,103.0068639,84.13714286,1635.630143,65,10,14.6,61.5,1198.239251,93,1.020410904,2,6.5,10.16,44.5,1.495396986,76,85212.44297,36670.44356,121882.8865,6166,,5.872380952,10920,12876,16800
516,1041,346,79.29944622,29.98655139,7.666090298,12.48074928,53.1950048,21.61402498,112.8568627,84.25936599,1238.939873,65,10,14.6,62,1496.009694,93,0.979101982,2,6.5,10.16,44,0.495396986,77,82550.72351,39048.47449,121599.198,6187.5,,5.943804035,10826.4,12768.64,16656
517,1074,320,79.32420657,29.97951583,7.670856611,12.45094972,53.21089385,22.51117318,110.8055766,84.35195531,1238.939873,65,10,14.6,62,1603.156299,93,0.979101982,2,6.5,10.16,44,1,77,85194.19786,35457.7845,120651.9824,6602.9,,6.147951583,13962,16477,21480
518,1061,331,77.88568496,29.88501414,7.685956645,12.45283695,53.16870877,22.7063148,114.0033127,84.52591894,1505.86887,65,10,14.6,62,1602.156299,93,1.020410904,2,6.5,10.1,44,1.149860452,77,82636.71174,37735.0965,120371.8082,6874.7,,6.479453346,13793,16309.6,21220
519,1055,341,75.38723808,29.90900474,7.675260664,12.46991469,53.12938389,21.86227488,119.3709199,84.75829384,1246.02391,65,10,14.6,62,1601.156299,94,1.020410904,2,6.5,10.1,44,0.149860452,77,79533.53618,40705.48368,120239.0199,6393.5,,6.060189573,13715,16194.8,21100
520,1041,349,78.54671653,29.50912584,7.689817483,12.48731988,53.13400576,21.53352546,109.766518,84.94620557,1531.244249,65,10,14.6,62,1600.156299,94,1.054223879,2,6.5,10.1,44,1,77,81767.13191,38308.51479,120075.6467,6383.1,,6.131700288,13533,16010.2,20820
521,1042,332,80.51593577,29.54414587,7.688963532,12.48168906,53.2365643,22.40047985,108.6869231,85.08349328,1802.116669,66,10,14.6,62,1716.295106,94,1.054223879,2,6.5,10.1,44,1.677320769,77,83897.60508,36084.05847,119981.6636,6810.8,,6.536276392,13546,16023.8,20840
522,1034,355,75.23453747,30.17408124,7.668568665,12.43477756,53.37185687,22.77504836,116.425305,85.10541586,1802.116669,66,10,14.6,62,1874.795962,94,1.054223879,2,6.5,10.1,44,0.8722258,77,77792.51174,41330.98328,119123.495,7323.2,,7.082398453,16130.4,19030.32,24816
523,1022,381,76.42229753,30.0146771,7.692563601,12.43436399,53.27592955,22.12318982,106.7934737,85.27299413,1900.349241,66,10,14.6,62,1531.244249,94,1.286644839,2,6.5,10.1,44,0.35598327,78,78103.58808,40688.31348,118791.9016,6303.4,,6.167710372,13286,15723.6,20440
524,1038,382,76.74692458,29.66473988,7.695568401,12.45601156,53.24710983,22.06878613,103.4033404,85.53082852,1900.349241,66,10,14.6,61.5,1802.116669,94,1.286644839,1,6.5,10.1,44,0.338968232,78,79663.30771,39500.07604,119163.3837,6008.6,,5.788631985,10795.2,12780.8,16608
525,996,409,77.57019271,29.94477912,7.701405622,12.45222892,53.26455823,23.06947791,105.9264234,85.61345382,1900.349241,66,10,14.6,61.5,1801.116669,94,0.880617951,1,6.5,10.04,45.5,1,78,77259.91193,43323.90718,120583.8191,7507.3,,7.537449799,15537.6,18409.44,23904
526,1001,407,79.25961822,30.20679321,7.684815185,12.43196803,53.36813187,23.2002997,102.7027786,85.71428571,1900.349241,66,9.9,14.6,61.5,1800.116669,94,0.880617951,1,6.5,10.04,45.5,1,78,79338.87784,41800.03091,121138.9087,6382.5,,6.376123876,13013,15385,19819.8
527,981,419,75.35658475,30.2293578,7.697655454,12.43492355,53.32670744,22.03180428,114.3947335,85.85117227,1900.349241,66,9.9,14.6,61.5,1356.503007,94,0.880617951,1,6.5,10.04,45.5,0.058180135,78,73924.80964,47931.39335,121856.203,6095.2,,6.213251784,12753,15102.8,19423.8
528,991,402,76.88771987,30.21695257,7.68728557,12.44078708,53.3728557,21.86690212,116.1024509,86.01513623,1559.095444,66,9.9,14.6,62,1900.349241,94,0.880617951,1,6.5,10.04,45.5,0.546905521,78,76195.73039,46673.18525,122868.9156,5606.6,,5.657517659,10306.4,12188.96,15697.44
529,993,400,79.82334832,30.33534743,7.694662638,12.42072508,53.47532729,21.94320242,110.0222894,86.11480363,1559.095444,66,9.9,14.6,62,1899.349241,95,0.880617951,1,6.5,10.04,45.5,2.207022084,78,79264.58488,44008.91575,123273.5006,5850.2,,5.891440081,10327.2,12225.28,15729.12
530,1008,398,80.58286874,30.37400794,7.699503968,12.42220238,53.54166667,22.38670635,107.7981619,86.27083333,1932.511284,66,9.9,14.6,62,1692.040554,95,0.893156312,1,6.5,10.04,46,1.207022084,78,81227.53169,42903.66845,124131.2001,6154.2,,6.105357143,13104,15522.2,19958.4
531,994,414,81.56159538,30.00503018,7.723843058,12.44338028,53.58651911,22.21277666,103.7076335,86.53923541,2638.410801,66,10,14.6,62,1691.040554,95,0.792077771,1,6.4,10.04,46,0.207022084,78,81072.22581,42934.96027,124007.1861,6606.4,,6.646277666,12723.2,15355,19880
532,989,410,82.87951838,30.16784631,7.726592518,12.42258847,53.64762386,21.65490394,104.3657232,86.63195147,2638.410801,66,10,14.6,62,1690.040554,95,1.287588734,1,6.4,9.98,46,1,79,81967.84368,42789.94649,124757.7902,5587.2,,5.64934277,10127.36,12226.56,15824
533,1003,387,80.58183851,29.58125623,7.745164506,12.45878365,53.6111665,21.56380857,114.8604898,86.94217348,2172.686324,67,10,14.6,62,2638.410801,95,1.33284471,1,6.4,9.98,46,1,79,80823.58403,44451.00955,125274.5936,5917.6,,5.899900299,10270.72,12429.44,16048
534,1021,372,79.46355031,29.32321254,7.744074437,12.47461312,53.57737512,21.50509305,117.7493934,87.14299706,2172.686324,67,10,14.6,62,2637.410801,95,1.33284471,1,6.4,9.98,45.5,1,79,81132.28487,43802.77435,124935.0592,6204,,6.07639569,13068.8,15813.4,20420
535,1042,355,80.52720945,29.40786948,7.735892514,12.47023033,53.66890595,21.9181382,117.7118447,87.24472169,1706.972443,67,10,14.6,62,2636.410801,95,0.666035512,1,6.4,9.98,45.5,1,79,83909.35225,41787.70488,125697.0571,6361.2,,6.104798464,13337.6,16121.6,20840
536,1044,379,80.98005475,29.16954023,7.739942529,12.46948276,53.64463602,22.17155172,108.3924123,87.4559387,2196.678448,67,10,14.6,62,2635.410801,95,0.666035512,1,6.4,9.98,45.5,1.150715934,79,84543.17716,41080.72426,125623.9014,7067.8,,6.769923372,13363.2,16161,20880
537,1042,356,82.76525785,28.99232246,7.757005758,12.46930902,53.59836852,22.76151631,110.6292772,87.59980806,2644.43599,67,10,14.6,62,1253.754424,96,0.666035512,1,6.3,9.98,45.5,0.717136238,79,86241.39867,39384.02267,125625.4213,6538.2,,6.274664107,13129.2,16165.6,20840
538,1020,406,79.20743604,28.81960784,7.767745098,12.47329412,53.59362745,22.28529412,107.5641055,87.78137255,1780.312589,67,10,14.6,62,1567.545107,96,0.666035512,1,6.3,9.98,45.5,0.278600479,79,80791.58476,43671.02681,124462.6116,7130,,6.990196078,12852,15846.2,20400
539,1049,376,79.47886743,28.93708294,7.775405148,12.45143947,53.59342231,22.34613918,108.4677957,87.87893232,1780.312589,67,10,14.66,62,1566.545107,97,0.665296448,1,6.3,9.98,45.5,0.534057098,80,83373.33194,40783.8912,124157.2231,5875.1,,5.600667302,10573.92,13050.24,16784
540,1044,380,81.28677279,29.30842912,7.765517241,12.43028736,53.66618774,22.26321839,103.6490065,87.94827586,1629.760897,67,9.9,14.66,62,1780.312589,97,0.665296448,1,6.3,9.98,46,1,80,84863.39079,39386.62248,124250.0133,6382,,6.11302682,13154.4,16214.4,20671.2
541,1050,372,82.38237216,29.12190476,7.769047619,12.43897143,53.65095238,23.09514286,102.3163374,88.10857143,1629.760897,67,9.9,14.66,62,1779.312589,97,0.665296448,1,6.3,9.98,46,0.344043884,80,86501.49077,38061.67753,124563.1683,6433.5,,6.127142857,13230,16315,20790
542,1043,393,80.51242205,29.00671141,7.77852349,12.45512943,53.63279003,22.50728667,103.2668232,88.29434324,1842.388609,67,10,14.66,62,1629.760897,97,0.665296448,1,6.4,9.98,46,0.595098957,80,83974.4562,40583.86153,124558.3177,6076.9,,5.826366251,10680.32,12980.8,16688
543,1028,367,81.86937548,28.46206226,7.812937743,12.48027237,53.57538911,22.49747082,112.2464018,88.54571984,1842.388609,67,10,14.66,62.5,1628.760897,97,0.665296448,1,6.4,10.1,46,1,80,84161.718,41194.42947,125356.1475,6043.4,,5.878793774,10526.72,12850.72,16448
544,1048,368,79.25422613,28.22805344,7.813454198,12.49553435,53.64599237,22.55849237,115.8856647,88.71946565,1842.388609,67,10,14.66,62.5,1561.545107,97,1.098448592,1,6.4,10.1,45.5,0.31641743,80,83058.42899,42645.92461,125704.3536,6559.2,,6.258778626,13414.4,16377,20960
545,1057,365,76.01697366,27.97067171,7.816745506,12.50607379,53.68826868,22.13878903,123.7859681,88.90160833,1655.765025,67,10,14.66,62.5,1842.388609,97,1.098448592,1,6.4,10.1,45.5,0.275976704,80,80349.94116,45181.87837,125531.8195,5922.8,,5.603405866,10823.68,13219.68,16912
546,1060,355,79.25722573,28.48679245,7.808301887,12.46643396,53.74150943,22.19820755,116.5972905,88.91226415,1652.555945,67,10,14.66,62.5,1841.388609,98,1.098448592,1,6.4,10.04,45.5,0.810082292,80,84012.65927,41392.03812,125404.6974,6298.7,,5.942169811,10854.4,13242.88,16960
547,1024,369,86.84635323,28.77050781,7.804003906,12.44298828,53.76904297,22.80527344,100.8622992,88.99023438,1652.555945,67,10,14.6,62.5,1840.388609,99,0.884085645,1,6.4,10.04,45.5,1,80,88930.66571,37218.18841,126148.8541,7046.2,,6.881054687,13107.2,15982.6,20480
548,1023,382,85.55854368,28.87683284,7.797653959,12.43695015,53.82111437,22.81583578,101.4696984,89.08797654,2021.684165,67,9.9,14.6,62.5,1449.658122,99,0.894067148,1,6.4,10.04,45.5,0.788134296,81,87526.39019,38761.4248,126287.815,6658.4,,6.508699902,13094.4,15954,20255.4
549,1022,381,83.20563081,28.9334638,7.790704501,12.44005871,53.7778865,22.26643836,107.0175467,89.22994129,2021.684165,67,9.9,14.66,62.5,1652.555945,99,0.894067148,1,6.4,10.04,45.5,1,81,85036.15469,40773.68528,125809.84,6187.7,,6.054500978,13081.6,15924.2,20235.6
550,1013,388,83.65831612,29.06811451,7.77709773,12.42311945,53.8242843,21.74432379,104.8934412,89.33267522,1676.770629,67,9.9,14.66,62.5,981.5788487,99,0.447033574,1,6.4,10.04,45.5,1,81,84745.87423,40698.6552,125444.5294,5887.8,,5.812240869,10373.12,12605.12,16045.92
551,1001,411,80.65192178,28.86013986,7.792007992,12.44779221,53.82017982,21.92257742,108.9207821,89.52447552,1676.770629,67,9.9,14.66,62.5,1227.141912,98,0.788720482,1,6.4,10.04,45.5,1,81,80732.5737,44766.44143,125499.0151,6550.8,,6.544255744,12812.8,15599.6,19819.8
552,1010,414,78.91316878,28.84554455,7.790990099,12.43940594,53.85693069,22.68089109,112.8454747,89.65544554,1770.489346,67,9.9,14.66,62.5,1676.770629,99,0.788720482,1,6.4,10.04,45.5,0.797477742,82,79702.30047,46718.02653,126420.327,6348.8,,6.285940594,12928,15737.8,19998
553,993,425,80.13141338,29.19436052,7.788016113,12.41601208,53.95568983,23.06686808,112.0425955,89.67371601,1770.489346,66,9.9,14.66,62.5,1675.770629,99,0.788720482,1,6.4,10.04,45.5,0.688974527,82,79570.49349,47618.10308,127188.5966,6636.8,,6.683585096,12710.4,15467,19661.4
554,980,430,81.3702384,29.90204082,7.769897959,12.36910204,54.13520408,22.87173469,110.7896933,89.68877551,1770.489346,66,9.9,14.66,62.5,1442.788327,100,0.788720482,1,6.4,10.04,45.5,0.707031609,82,79742.83364,47639.56811,127382.4017,6252.1,,6.379693878,12544,15229,19404
555,995,401,83.5964751,29.76582915,7.787135678,12.36106533,54.13015075,23.03105528,110.8787974,89.80100503,1778.777806,66,9.9,14.66,62.5,1770.489346,100,0.552639879,1,6.4,10.16,45.5,0.568869484,82,83178.49272,44462.39775,127640.8905,5809.1,,5.838291457,10188.8,12397.12,15760.8
556,1018,398,82.62365536,29.34872299,7.800392927,12.37557957,54.14194499,22.80982318,110.2903334,90.01178782,1490.206728,66,9.9,14.66,62.5,1778.777806,100,0.552639879,1,6.4,10.16,45.5,0.325551619,82,84110.88116,43895.55271,128006.4339,6050.7,,5.943713163,10424.32,12705.28,16125.12
557,1003,412,83.80827474,28.62811565,7.809172483,12.43090728,54.09670987,21.83469591,107.7659666,90.34197408,1555.669415,66,9.9,14.66,62.5,1777.777806,100,0.552639879,1,6.4,10.16,45.5,1,82,84059.69956,44399.57824,128459.2778,6240.7,,6.222033898,12838.4,15665.2,19859.4
558,1014,387,86.95492325,28.97238659,7.792307692,12.39994083,54.17061144,21.84487179,104.9330795,90.40532544,1819.999884,66,9.9,14.66,63,1220.141912,99,0.823711131,1,6.4,10.16,45.5,0.105279757,82,88172.29217,40609.10178,128781.394,6185.9,,6.100493097,12979.2,15802.8,20077.2
559,1038,377,85.18681268,28.69364162,7.796820809,12.41254335,54.18111753,21.83073218,107.4073391,90.6743738,1819.999884,66,9.9,14.66,63,1555.669415,100,0.823711131,1,6.4,10.16,46,1,82,88423.91156,40492.56684,128916.4784,6594.2,,6.352793834,13286.4,16186.2,20552.4
560,1040,369,85.36977265,28.59615385,7.795384615,12.41669231,54.21826923,22.25509615,108.0712165,90.81442308,1819.999884,67,9.9,14.66,63,1554.669415,100,0.823711131,1,6.4,10.16,46,0.05621664,82,88784.56355,39878.27891,128662.8425,6972,,6.703846154,13312,16214.4,20592
561,1048,376,82.15213783,28.57538168,7.798282443,12.40209924,54.20896947,22.77490458,113.706673,90.94751908,1363.122908,67,9.9,14.66,63,1819.999884,100,0.918648015,1,6.4,10.16,46,0.001275006,82,86095.44044,42753.70903,128849.1495,7250,,6.917938931,13414.4,16345.2,20750.4
562,1014,378,84.9388294,28.92110454,7.801873767,12.36431953,54.33185404,22.35690335,111.4580798,91.00197239,1414.609596,67,9.9,14.66,63,1818.999884,100,0.746794446,1,6.4,10.16,46,0.293131003,82,86127.97301,42131.15415,128259.1272,6597.9,,6.506804734,12979.2,15822.2,20077.2
563,1022,389,79.97408162,29.31898239,7.79667319,12.34759295,54.3723092,22.16722114,118.0942362,91.12524462,1823.442511,67,10,14.66,63.5,1363.122908,101,0.56635374,1,6.4,10.16,46,0.493052298,82,81733.51142,45938.6579,127672.1693,6390.8,,6.253228963,13081.6,15936.4,20440
564,1031,379,84.31984058,28.96702231,7.812124151,12.36772066,54.41416101,22.471387,108.7707384,91.35596508,1823.442511,67,10,14.72,63.5,1414.609596,101,0.28317687,1,6.4,10.16,46,0.057762597,83,86933.75564,41224.10984,128157.8655,6423.4,,6.230261882,13196.8,16108.6,20620
565,1023,393,82.51060703,29.10361681,7.788660802,12.36422287,54.40615836,23.08044966,111.5395876,91.47214076,1569.555391,67,10,14.72,63.5,1823.442511,102,0.56635374,1,6.4,10.16,45.5,0.586262007,83,84408.35099,43835.05792,128243.4089,6853.1,,6.699022483,13094.4,15935.6,20460
566,1019,401,80.43242007,29.40039254,7.778508342,12.3338371,54.38174681,22.93395486,115.3984714,91.52698724,1641.467043,67,10,14.72,63.5,1903.954341,103,0.987425889,1,6.4,10.16,45.5,0.774887569,83,81960.63605,46274.78702,128235.4231,6237.4,,6.121099117,13043.2,15852.6,20380
567,1001,404,84.9366871,29.16083916,7.769130869,12.36669331,54.43406593,23.1020979,109.7599044,91.74625375,1641.467043,67,10,14.72,63.5,1902.954341,103,0.744333441,1,6.3,10.16,45.5,0.987425889,83,85021.62379,44343.00139,129364.6252,6518.3,,6.511788212,12612.6,15553.8,20020
568,1018,410,84.76057431,28.82514735,7.765225933,12.39632613,54.48624754,22.80392927,106.5329955,91.95874263,1936.975964,67,10,14.72,63.5,1323.016091,104,0.372166721,1,6.3,10.16,45.5,0.115525194,84,86286.26465,43678.52816,129964.7928,6209.4,,6.099607073,12826.8,15810,20360
569,1003,403,87.21557715,28.8105683,7.753439681,12.3977667,54.56331007,22.83559322,107.3482677,92.10867398,1936.975964,66,9.9,14.72,63.5,1641.467043,104,0.372166721,1,6.3,10.1,45.5,0.570794217,84,87477.22388,43261.35189,130738.5758,6243.1,,6.22442672,12637.8,15553.4,19859.4
570,1014,415,81.41660073,29.82149901,7.741518738,12.30544379,54.67455621,23.29526627,114.2065398,92.0147929,1936.975964,66,9.9,14.72,63.5,1640.467043,104,0.372166721,1,6.3,10.1,46,0.186382472,84,82556.43314,47395.71403,129952.1472,6723.6,,6.630769231,12776.4,15699.8,20077.2
571,1000,421,88.68131481,30.291,7.7201,12.27452,54.7655,23.4,98.06263794,92.074,1936.975964,66,9.9,14.72,63.5,1320.016091,104,0.377308937,1,6.3,10.1,46,0.372166721,85,88681.31481,41284.37057,129965.6854,6741.2,,6.7412,12600,15440.2,19800
572,1003,419,88.39618111,30.34596211,7.72113659,12.25814556,54.65802592,23.62492522,99.72554724,92.17048853,1804.743257,66,9.9,14.72,63.5,1936.975964,104,0.377308937,1,6.3,10.1,46,0.158125949,85,88661.36965,41785.00429,130446.3739,6602.5,,6.582751745,12637.8,15488.6,19859.4
573,978,452,82.16188659,29.76993865,7.731595092,12.29711656,54.66002045,23.00173824,114.6668523,92.49488753,1476.09484,65,9.9,14.72,63.5,1935.975964,104,1.073037503,1,6.3,10.1,46,0.377308937,85,80354.32509,51829.41725,132183.7423,6756.2,,6.908179959,12322.8,15123,19364.4
574,1001,419,88.33639587,29.84115884,7.744155844,12.28883117,54.63436563,22.54685315,105.450516,92.63036963,1536.032391,65,9.9,14.72,63.5,1934.975964,103,1.073037503,1,6.3,10.1,46,0.277897304,86,88424.73226,44183.76619,132608.4985,5382.9,,5.377522478,10090.08,12403.04,15855.84
575,1025,403,90.40370811,30.24195122,7.738243902,12.25970732,54.68536585,22.35658537,99.67290277,92.66536585,1963.359073,65,9.9,14.72,63.5,1802.743257,103,0.938187423,1,6.3,10.1,46,0.640130901,86,92663.80081,40168.17981,132831.9806,5705.2,,5.56604878,10332,12690.72,16236
576,1009,439,86.09613264,30.17641229,7.737661051,12.26172448,54.67591675,21.93875124,106.0015799,92.83349851,1963.359073,65,9.8,14.72,63.5,1476.09484,103,0.938187423,1,6.3,10.1,45.5,0.703884614,86,86870.99784,46534.69355,133405.6914,6758.9,,6.698612488,12713.4,15614.6,19776.4
577,992,384,92.52115527,30.40221774,7.747278226,12.23471774,54.65675403,22.27600806,109.4033623,92.88709677,1963.359073,65,9.8,14.72,63.5,1807.72613,103,0.835627481,1,6.3,10.1,45.5,0.503505565,86,91780.98603,42010.89114,133791.8772,6136.2,,6.185685484,12499.2,15370.6,19443.2
578,1054,366,90.08262239,29.98671727,7.751802657,12.25436433,54.66413662,21.74990512,103.2604179,93.11859583,1868.203893,66,9.8,14.72,63.5,1963.359073,103,0.945484402,1,6.3,10.04,45,0.345615367,86,94947.084,37793.31296,132740.397,5614.1,,5.326470588,10624.32,13072.64,16526.72
579,1069,358,86.17969542,29.91393826,7.744153414,12.26044902,54.72076707,22.13900842,113.7665203,93.26847521,1932.385236,66,9.8,14.72,64,1962.359073,103,0.945484402,1,6.3,10.04,45,0.757194846,86,92126.09441,40728.41425,132854.5087,6629,,6.201122544,13469.4,16557,20952.4
580,1057,355,87.88763226,29.89971618,7.749479659,12.26363292,54.78760643,23.00094607,114.3485866,93.41627247,1977.351233,66,9.8,14.72,64,2152.683171,103,0.945484402,1,6.3,10.04,45,0.677322065,86,92897.2273,40593.74823,133490.9755,7219.3,,6.829990539,13318.2,16382.4,20717.2
581,1039,367,86.77959331,30.14821944,7.751010587,12.25480269,54.85466795,23.51212705,119.1405789,93.48508181,1977.351233,66,9.8,14.72,64,2151.683171,103,1.032888593,1,6.3,10.04,45.5,0.016110576,86,90163.99745,43724.59246,133888.5899,7156.3,,6.887680462,13091.4,16106.6,20364.4
582,1030,380,81.80758052,29.9961165,7.728737864,12.27695146,54.87087379,23.47718447,131.4505043,93.66213592,1996.016842,66,9.8,14.72,64,2150.683171,103,0.688328471,1,6.3,10.04,45.5,0.13278531,86,84261.80794,49951.19164,134212.9996,6933.1,,6.731165049,12978,15921.2,20188
583,1010,385,87.51468653,29.91980198,7.703366337,12.2859604,54.9519802,24.11534653,120.6056949,93.83465347,1996.016842,66,9.8,14.72,64,2149.683171,103,0.688328471,1,6.3,10.04,45.5,0.868577406,86,88389.8334,46433.19253,134823.0259,7136.8,,7.066138614,15271.2,18672.96,23755.2
584,997,399,86.89467445,29.76328987,7.69669007,12.28864594,54.95837513,23.5778335,119.5920729,94.02106319,1996.016842,66,9.8,14.72,64,2148.683171,103,0.674226292,1,6.3,10.04,45.5,1,87,86633.99043,47717.2371,134351.2275,6726.1,,6.746339017,12562.2,15347.2,19541.2
585,1005,390,85.66491136,29.7800995,7.703383085,12.27797015,54.85721393,22.80865672,124.215199,94.17810945,2336.712584,65,9.9,14.72,63.5,2147.683171,103,0.688328471,1,6.3,10.04,45.5,0.420203634,87,86093.23592,48443.92761,134537.1635,5798.2,,5.769353234,10130.4,12387.04,15919.2
586,1049,379,85.1782975,29.65681602,7.706577693,12.27584366,54.82983794,21.88474738,115.8700949,94.34509056,2191.185586,65,9.9,14.72,63.5,1317.895484,104,0.337113146,1,6.3,10.04,45.5,1,87,89352.03408,43914.76596,133266.8,5584,,5.323164919,10573.92,12934.72,16616.16
587,1055,360,88.42660571,30.39810427,7.694976303,12.21774408,54.88341232,21.93744076,113.2682326,94.26824645,2191.185586,65,9.9,14.72,64,1639.409865,104,0.862556884,1,6.3,10.04,45.5,0.065777186,87,93290.06903,40776.56374,134066.6328,5925.7,,5.616777251,10634.4,12989.12,16711.2
588,1071,350,85.27781709,30.6022409,7.701774043,12.20677871,54.8627451,22.89971989,120.8500956,94.33426704,1952.968775,65,9.9,14.72,64,2191.185586,104,0.631565682,1,6.3,10.04,45.5,1,87,91332.54211,42297.53344,133630.0755,6386.1,,5.962745098,10795.68,13197.76,16964.64
589,1050,346,83.93762985,30.50761905,7.693047619,12.22354286,54.95142857,23.31857143,131.4865076,94.49047619,1456.050783,65,9.9,14.72,64,2190.185586,104,0.631565682,1,6.2,10.04,46,0.552238596,88,88134.51134,45494.33162,133628.843,6901.4,,6.572761905,13020,16155.4,20790
590,1054,360,81.41391894,30.58633776,7.673339658,12.21559772,55.0085389,23.00616698,131.0404607,94.62049336,2072.231853,66,9.7,14.72,64,2189.185586,104,0.503076643,1,6.2,10.04,45.5,0.233409178,88,85810.27056,47174.56584,132984.8364,6691.9,,6.349051233,13069.6,16175.4,20447.6
591,1065,342,85.24289947,30.99342723,7.682816901,12.17290141,54.96760563,22.98788732,123.5119097,94.65915493,1739.207888,66,9.7,14.72,64,2188.185586,104,0.503076643,1,6.2,10.04,45.5,1,88,90783.68794,42241.07313,133024.7611,5920.7,,5.559342723,10564.8,13091.52,16528.8
592,1065,366,80.64922985,30.58685446,7.694366197,12.18191549,54.8657277,22.96150235,128.5799488,94.89671362,2040.814765,66,9.7,14.66,63.5,2187.185586,104,0.503076643,1,6.2,10.04,45.5,0.086955845,88,85891.42979,47060.26126,132951.6911,6906.1,,6.484600939,13206,16389,20661
593,1073,342,83.26062487,30.72320596,7.695340168,12.16029823,54.89934762,23.30959925,128.5543557,94.97670084,2250.098545,66,9.7,14.66,63.5,2070.231853,105,0.862556884,1,6.2,10.04,45.5,1,88,89338.65049,43965.58964,133304.2401,6000.6,,5.592357875,10644.16,13211.36,16652.96
