Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxL,maxFE,maxGen,minAE,minET,minH,minV,minL,minFE,minGen,totalAE,totalFE,totalE,totalCombat,,low bound,mid bound,high bound,avgCombat,food_change 
159,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
160,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
161,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
162,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
163,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
164,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
165,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
166,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
167,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
168,2,1,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,2.0699704561495578,14,2.0699704561495578,4,5.700000000000001,43.5,49,2.0699704561495578,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,2.0699704561495578,14,3.1049556842243367,2.0699704561495578,5.174926140373895,0,,-5.7,-5.7,-5.7,0,1
169,2,1,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,1.0699704561495578,14,2.0699704561495578,4,5.700000000000001,43.5,49,1.0699704561495578,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,1.0699704561495578,14,3.1049556842243367,1.0699704561495578,4.174926140373895,0,,-5.7,-5.7,-5.7,0,0
170,2,1,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0.069970456,14,2.0699704561495578,4,5.700000000000001,43.5,49,0.069970456,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0.069970456,14,3.1049556842243367,0.069970456,3.1749261403738944,0,,-5.7,-5.7,-5.7,0,0
171,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,-1
172,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
173,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
174,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
175,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
176,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
177,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
178,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
179,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
180,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
181,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
182,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
183,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
184,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
185,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
186,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
187,2,0,1.5524778421121683,3.75,5.700000000000001,42.75,48.75,0,14,2.0699704561495578,4,5.700000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,14,3.1049556842243367,0,3.1049556842243367,0,,-5.7,-5.7,-5.7,0,0
188,1,1,1.0349852280747789,4,5.700000000000001,43.5,48.5,2.0699704561495578,14,1.0349852280747789,4,5.700000000000001,43.5,48.5,2.0699704561495578,14,1.0349852280747789,4,5.700000000000001,43.5,48.5,2.0699704561495578,14,1.0349852280747789,2.0699704561495578,3.1049556842243367,0,,-2.85,-2.85,-2.85,0,1
189,0,2,0,0,0,0,0,1.0524778421121683,0,0,0,0,0,0,1.0699704561495578,0,0,0,0,0,0,1.0349852280747789,0,0,2.1049556842243367,2.1049556842243367,0,,#DIV/0!,0,0,#DIV/0!,1
